Reading graph...
Reading contracted graph...
4593 Round 3: 1.607454
4593 Round 4: 1.549117
4593 Round 5: 1.504551
4593 Round 6: 1.510948
4593 Round 7: 1.522398
4593 Round 8: 1.596462
4593 Round 9: 1.501085
4593 Round 10: 1.466616
Average time: 1.450827	1.525760

source 8: 31203572  
4603 Warmup Round: 1.619847
4603 Round 1: 1.487534
4603 Round 2: 1.407332
4603 Round 3: 1.486967
4603 Round 4: 1.578325
4603 Round 5: 1.507709
4603 Round 6: 1.550245
4603 Round 7: 1.398386
4603 Round 8: 1.545602
4603 Round 9: 1.442073
4603 Round 10: 1.535240
4603 Warmup Round: 1.583332
4603 Round 1: 1.696924
4603 Round 2: 1.584133
4603 Round 3: 1.659458
4603 Round 4: 1.559116
4603 Round 5: 1.520582
4603 Round 6: 1.610394
4603 Round 7: 1.571865
4603 Round 8: 1.571152
4603 Round 9: 1.571139
4603 Round 10: 1.479982
Average time: 1.493941	1.582475

source 9: 48861505  
4595 Warmup Round: 1.369128
4595 Round 1: 1.528999
4595 Round 2: 1.488119
4595 Round 3: 1.587232
4595 Round 4: 1.551440
4595 Round 5: 1.633050
4595 Round 6: 1.511973
4595 Round 7: 1.484706
4595 Round 8: 1.572789
4595 Round 9: 1.562368
4595 Round 10: 1.561011
4595 Warmup Round: 1.548422
4595 Round 1: 1.493591
4595 Round 2: 1.437988
4595 Round 3: 1.493387
4595 Round 4: 1.389063
4595 Round 5: 1.533466
4595 Round 6: 1.412279
4595 Round 7: 1.557392
4595 Round 8: 1.499071
4595 Round 9: 1.468152
4595 Round 10: 1.606689
Average time: 1.548169	1.489108

source 10: 12784324  
4600 Warmup Round: 1.444151
4600 Round 1: 1.473457
4600 Round 2: 1.539750
4600 Round 3: 1.510282
4600 Round 4: 1.494139
4600 Round 5: 1.514816
4600 Round 6: 1.519298
4600 Round 7: 1.461307
4600 Round 8: 1.484718
4600 Round 9: 1.513771
4600 Round 10: 1.564853
4600 Warmup Round: 1.516180
4600 Round 1: 1.504058
4600 Round 2: 1.484403
4600 Round 3: 1.514076
4600 Round 4: 1.620306
4600 Round 5: 1.602743
4600 Round 6: 1.667004
4600 Round 7: 1.556871
4600 Round 8: 1.610640
4600 Round 9: 1.660202
4600 Round 10: 1.653615
Average time: 1.507639	1.587392

source 11: 33732939  
4596 Warmup Round: 1.480237
4596 Round 1: 1.500393
4596 Round 2: 1.473983
4596 Round 3: 1.602506
4596 Round 4: 1.645715
4596 Round 5: 1.625362
4596 Round 6: 1.540456
4596 Round 7: 1.661381
4596 Round 8: 1.619862
4596 Round 9: 1.630625
4596 Round 10: 1.649859
4596 Warmup Round: 1.634833
4596 Round 1: 1.529599
4596 Round 2: 1.430787
4596 Round 3: 1.495407
4596 Round 4: 1.516242
4596 Round 5: 1.547994
4596 Round 6: 1.489967
4596 Round 7: 1.473309
4596 Round 8: 1.504527
4596 Round 9: 1.444069
4596 Round 10: 1.498335
Average time: 1.595014	1.493024

source 12: 27148017  
4609 Warmup Round: 1.400922
4609 Round 1: 1.522211
4609 Round 2: 1.595136
4609 Round 3: 1.658854
4609 Round 4: 1.535720
4609 Round 5: 1.565288
4609 Round 6: 1.527783
4609 Round 7: 1.483219
4609 Round 8: 1.588232
4609 Round 9: 1.483944
4609 Round 10: 1.506090
4609 Warmup Round: 1.616824
4609 Round 1: 1.532135
4609 Round 2: 1.474712
4609 Round 3: 1.459554
4609 Round 4: 1.466862
4609 Round 5: 1.539016
4609 Round 6: 1.518667
4609 Round 7: 1.629633
4609 Round 8: 1.613351
4609 Round 9: 1.503909
4609 Round 10: 1.472936
Average time: 1.546648	1.521078

source 13: 16045320  
4603 Warmup Round: 1.421639
4603 Round 1: 1.373378
4603 Round 2: 1.417047
4603 Round 3: 1.478594
4603 Round 4: 1.620582
4603 Round 5: 1.429801
4603 Round 6: 1.440373
4603 Round 7: 1.498844
4603 Round 8: 1.417282
4603 Round 9: 1.584160
4603 Round 10: 1.461379
4603 Warmup Round: 1.491841
4603 Round 1: 1.563257
4603 Round 2: 1.459681
4603 Round 3: 1.593691
4603 Round 4: 1.490302
4603 Round 5: 1.519060
4603 Round 6: 1.522117
4603 Round 7: 1.465889
4603 Round 8: 1.545241
4603 Round 9: 1.605015
4603 Round 10: 1.557179
Average time: 1.472144	1.532143

source 14: 34807528  
4594 Warmup Round: 1.596085
4594 Round 1: 1.572369
4594 Round 2: 1.467248
4594 Round 3: 1.443114
4594 Round 4: 1.538646
4594 Round 5: 1.563163
4594 Round 6: 1.500026
4594 Round 7: 1.572246
4594 Round 8: 1.590705
4594 Round 9: 1.584937
4594 Round 10: 1.504643
4594 Warmup Round: 1.675759
4594 Round 1: 1.658005
4594 Round 2: 1.470580
4594 Round 3: 1.425895
4594 Round 4: 1.462000
4594 Round 5: 1.544557
4594 Round 6: 1.639738
4594 Round 7: 1.634012
4594 Round 8: 1.545122
4594 Round 9: 1.587471
4594 Round 10: 1.658829
Average time: 1.533710	1.562621

source 15: 67445036  
4604 Warmup Round: 1.594802
4604 Round 1: 1.635905
4604 Round 2: 1.537036
4604 Round 3: 1.517890
4604 Round 4: 1.421595
4604 Round 5: 1.503320
4604 Round 6: 1.512234
4604 Round 7: 1.597839
4604 Round 8: 1.575084
4604 Round 9: 1.518016
4604 Round 10: 1.438922
4604 Warmup Round: 1.581556
4604 Round 1: 1.590143
4604 Round 2: 1.536212
4604 Round 3: 1.534346
4604 Round 4: 1.546718
4604 Round 5: 1.590909
4604 Round 6: 1.541824
4604 Round 7: 1.525056
4604 Round 8: 1.540991
4604 Round 9: 1.624300
4604 Round 10: 1.549566
Average time: 1.525784	1.558006

source 16: 25555844  
4593 Warmup Round: 1.560484
4593 Round 1: 1.447791
4593 Round 2: 1.605211
4593 Round 3: 1.409237
4593 Round 4: 1.574015
4593 Round 5: 1.525869
4593 Round 6: 1.435789
4593 Round 7: 1.507884
4593 Round 8: 1.406840
4593 Round 9: 1.420568
4593 Round 10: 1.535460
4593 Warmup Round: 1.584334
4593 Round 1: 1.470939
4593 Round 2: 1.455341
4593 Round 3: 1.494966
4593 Round 4: 1.595828
4593 Round 5: 1.625245
4593 Round 6: 1.528766
4593 Round 7: 1.430298
4593 Round 8: 1.415353
4593 Round 9: 1.491817
4593 Round 10: 1.538035
Average time: 1.486866	1.504659

source 17: 25461304  
4595 Warmup Round: 1.487143
4595 Round 1: 1.457302
4595 Round 2: 1.469300
4595 Round 3: 1.458564
4595 Round 4: 1.472032
4595 Round 5: 1.498939
4595 Round 6: 1.487725
4595 Round 7: 1.560051
4595 Round 8: 1.682045
4595 Round 9: 1.451148
4595 Round 10: 1.558203
4595 Warmup Round: 1.518140
4595 Round 1: 1.530883
4595 Round 2: 1.493475
4595 Round 3: 1.579768
4595 Round 4: 1.620395
4595 Round 5: 1.521507
4595 Round 6: 1.567614
4595 Round 7: 1.521572
4595 Round 8: 1.574688
4595 Round 9: 1.417494
4595 Round 10: 1.463045
Average time: 1.509531	1.529044

source 18: 41065099  
4604 Warmup Round: 1.528355
4604 Round 1: 1.407962
4604 Round 2: 1.418357
4604 Round 3: 1.452504
4604 Round 4: 1.511282
4604 Round 5: 1.438435
4604 Round 6: 1.606607
4604 Round 7: 1.532448
4604 Round 8: 1.426705
4604 Round 9: 1.559978
4604 Round 10: 1.582986
4604 Warmup Round: 1.498466
4604 Round 1: 1.458366
4604 Round 2: 1.570297
4604 Round 3: 1.413735
4604 Round 4: 1.559952
4604 Round 5: 1.405679
4604 Round 6: 1.558909
4604 Round 7: 1.527425
4604 Round 8: 1.576835
4604 Round 9: 1.574337
4604 Round 10: 1.502592
Average time: 1.493726	1.514813

source 19: 36608908  
4599 Warmup Round: 1.557385
4599 Round 1: 1.632970
4599 Round 2: 1.500826
4599 Round 3: 1.595563
4599 Round 4: 1.620792
4599 Round 5: 1.546665
4599 Round 6: 1.457774
4599 Round 7: 1.452154
4599 Round 8: 1.522439
4599 Round 9: 1.535052
4599 Round 10: 1.527172
4599 Warmup Round: 1.530959
4599 Round 1: 1.475381
4599 Round 2: 1.525458
4599 Round 3: 1.428512
4599 Round 4: 1.405443
4599 Round 5: 1.403572
4599 Round 6: 1.596127
4599 Round 7: 1.373624
4599 Round 8: 1.530798
4599 Round 9: 1.665032
4599 Round 10: 1.450706
Average time: 1.539141	1.485465

source 20: 63894535  
4599 Warmup Round: 1.598318
4599 Round 1: 1.522372
4599 Round 2: 1.563117
4599 Round 3: 1.500232
4599 Round 4: 1.409161
4599 Round 5: 1.474177
4599 Round 6: 1.402917
4599 Round 7: 1.566815
4599 Round 8: 1.578388
4599 Round 9: 1.523494
4599 Round 10: 1.394240
4599 Warmup Round: 1.497725
4599 Round 1: 1.571460
4599 Round 2: 1.431193
4599 Round 3: 1.377677
4599 Round 4: 1.433318
4599 Round 5: 1.639562
4599 Round 6: 1.664797
4599 Round 7: 1.518209
4599 Round 8: 1.572166
4599 Round 9: 1.652188
4599 Round 10: 1.567060
Average time: 1.493491	1.542763

source 21: 2402842   
4604 Warmup Round: 1.533658
4604 Round 1: 1.517111
4604 Round 2: 1.512885
4604 Round 3: 1.407166
4604 Round 4: 1.621320
4604 Round 5: 1.456826
4604 Round 6: 1.354902
4604 Round 7: 1.590738
4604 Round 8: 1.574307
4604 Round 9: 1.657238
4604 Round 10: 1.561777
4604 Warmup Round: 1.538852
4604 Round 1: 1.494966
4604 Round 2: 1.540729
4604 Round 3: 1.489845
4604 Round 4: 1.467146
4604 Round 5: 1.463976
4604 Round 6: 1.476224
4604 Round 7: 1.575772
4604 Round 8: 1.644290
4604 Round 9: 1.475103
4604 Round 10: 1.495537
Average time: 1.525427	1.512359

source 22: 96423163  
4599 Warmup Round: 1.494423
4599 Round 1: 1.459890
4599 Round 2: 1.468100
4599 Round 3: 1.428366
4599 Round 4: 1.472719
4599 Round 5: 1.583791
4599 Round 6: 1.608730
4599 Round 7: 1.637861
4599 Round 8: 1.537083
4599 Round 9: 1.600834
4599 Round 10: 1.536809
4599 Warmup Round: 1.558348
4599 Round 1: 1.477890
4599 Round 2: 1.504427
4599 Round 3: 1.574070
4599 Round 4: 1.566499
4599 Round 5: 1.560067
4599 Round 6: 1.482501
4599 Round 7: 1.487813
4599 Round 8: 1.436658
4599 Round 9: 1.445926
4599 Round 10: 1.485807
Average time: 1.533418	1.502166

source 23: 88052763  
4597 Warmup Round: 1.664796
4597 Round 1: 1.510440
4597 Round 2: 1.437156
4597 Round 3: 1.518493
4597 Round 4: 1.574111
4597 Round 5: 1.579154
4597 Round 6: 1.517234
4597 Round 7: 1.414182
4597 Round 8: 1.541319
4597 Round 9: 1.496964
4597 Round 10: 1.409244
4597 Warmup Round: 1.578433
4597 Round 1: 1.398049
4597 Round 2: 1.537253
4597 Round 3: 1.453199
4597 Round 4: 1.580633
4597 Round 5: 1.572909
4597 Round 6: 1.357241
4597 Round 7: 1.445894
4597 Round 8: 1.430555
4597 Round 9: 1.526306
4597 Round 10: 1.492146
Average time: 1.499830	1.479418

source 24: 46177376  
4609 Warmup Round: 1.517760
4609 Round 1: 1.592857
4609 Round 2: 1.534574
4609 Round 3: 1.478636
4609 Round 4: 1.561137
4609 Round 5: 1.544793
4609 Round 6: 1.565882
4609 Round 7: 1.536555
4609 Round 8: 1.454770
4609 Round 9: 1.424945
4609 Round 10: 1.346706
4609 Warmup Round: 1.499442
4609 Round 1: 1.475172
4609 Round 2: 1.543934
4609 Round 3: 1.586251
4609 Round 4: 1.525699
4609 Round 5: 1.450920
4609 Round 6: 1.499747
4609 Round 7: 1.541251
4609 Round 8: 1.579423
4609 Round 9: 1.452001
4609 Round 10: 1.563789
Average time: 1.504085	1.521819

