Reading graph...
Reading contracted graph...
145 Round 4: 0.620964
145 Round 5: 0.612104
145 Round 6: 0.602315
145 Round 7: 0.634976
145 Round 8: 0.589306
145 Round 9: 0.650970
145 Round 10: 0.605659
145 Warmup Round: 0.810161
145 Round 1: 0.841530
145 Round 2: 0.819757
145 Round 3: 0.831381
145 Round 4: 0.829876
145 Round 5: 0.842270
145 Round 6: 0.795606
145 Round 7: 0.826788
145 Round 8: 0.807963
145 Round 9: 0.808138
145 Round 10: 0.842460
Average time: 0.615901	0.824577

source 13: 16045320  
145 Warmup Round: 0.618290
145 Round 1: 0.622838
145 Round 2: 0.622268
145 Round 3: 0.596863
145 Round 4: 0.617983
145 Round 5: 0.618208
145 Round 6: 0.621322
145 Round 7: 0.611538
145 Round 8: 0.638169
145 Round 9: 0.612756
145 Round 10: 0.601524
145 Warmup Round: 0.833419
145 Round 1: 0.797863
145 Round 2: 0.822444
145 Round 3: 0.806939
145 Round 4: 0.835470
145 Round 5: 0.808205
145 Round 6: 0.825751
145 Round 7: 0.804717
145 Round 8: 0.833863
145 Round 9: 0.804517
145 Round 10: 0.841205
Average time: 0.616347	0.818097

source 14: 34807528  
144 Warmup Round: 0.582617
144 Round 1: 0.621919
144 Round 2: 0.630876
145 Round 3: 0.576956
145 Round 4: 0.650665
145 Round 5: 0.639410
144 Round 6: 0.614389
145 Round 7: 0.639132
144 Round 8: 0.601245
145 Round 9: 0.618298
145 Round 10: 0.594143
144 Warmup Round: 0.854106
144 Round 1: 0.800077
144 Round 2: 0.831834
144 Round 3: 0.812635
144 Round 4: 0.838491
144 Round 5: 0.810013
144 Round 6: 0.831534
144 Round 7: 0.832536
144 Round 8: 0.838282
144 Round 9: 0.846081
144 Round 10: 0.838191
Average time: 0.618703	0.827967

source 15: 67445036  
145 Warmup Round: 0.584027
145 Round 1: 0.628488
145 Round 2: 0.612677
145 Round 3: 0.629919
145 Round 4: 0.587289
145 Round 5: 0.626748
145 Round 6: 0.622388
145 Round 7: 0.602023
145 Round 8: 0.600240
145 Round 9: 0.592537
145 Round 10: 0.603206
145 Warmup Round: 0.826797
145 Round 1: 0.802831
145 Round 2: 0.852508
145 Round 3: 0.820426
145 Round 4: 0.835421
145 Round 5: 0.821866
145 Round 6: 0.837201
145 Round 7: 0.848388
145 Round 8: 0.858757
145 Round 9: 0.822504
145 Round 10: 0.801030
Average time: 0.610552	0.830093

source 16: 25555844  
144 Warmup Round: 0.609833
144 Round 1: 0.622653
144 Round 2: 0.617593
145 Round 3: 0.611329
144 Round 4: 0.610320
145 Round 5: 0.605339
144 Round 6: 0.609953
144 Round 7: 0.606380
144 Round 8: 0.616699
145 Round 9: 0.602542
144 Round 10: 0.583869
144 Warmup Round: 0.851445
145 Round 1: 0.857055
145 Round 2: 0.837997
144 Round 3: 0.821350
144 Round 4: 0.848197
144 Round 5: 0.838642
144 Round 6: 0.851782
144 Round 7: 0.853430
144 Round 8: 0.812568
144 Round 9: 0.829149
144 Round 10: 0.807128
Average time: 0.608668	0.835730

source 17: 25461304  
144 Warmup Round: 0.605322
145 Round 1: 0.609047
144 Round 2: 0.619590
144 Round 3: 0.614145
145 Round 4: 0.599741
144 Round 5: 0.608571
144 Round 6: 0.619945
144 Round 7: 0.612128
144 Round 8: 0.601040
144 Round 9: 0.596303
144 Round 10: 0.599905
144 Warmup Round: 0.853634
144 Round 1: 0.835164
144 Round 2: 0.828167
144 Round 3: 0.865096
144 Round 4: 0.838780
144 Round 5: 0.911370
144 Round 6: 0.827991
144 Round 7: 0.844080
144 Round 8: 0.850571
144 Round 9: 0.816289
144 Round 10: 0.829712
Average time: 0.608041	0.844722

source 18: 41065099  
145 Warmup Round: 0.633594
145 Round 1: 0.626435
145 Round 2: 0.600786
145 Round 3: 0.597281
145 Round 4: 0.621898
145 Round 5: 0.620784
145 Round 6: 0.590667
145 Round 7: 0.639345
145 Round 8: 0.608764
145 Round 9: 0.618460
145 Round 10: 0.658064
145 Warmup Round: 0.852164
145 Round 1: 0.827532
145 Round 2: 0.837799
145 Round 3: 0.842143
145 Round 4: 0.839726
145 Round 5: 0.842422
145 Round 6: 0.849146
145 Round 7: 0.832142
145 Round 8: 0.867323
145 Round 9: 0.838711
145 Round 10: 0.886018
Average time: 0.618248	0.846296

source 19: 36608908  
145 Warmup Round: 0.596665
144 Round 1: 0.622133
145 Round 2: 0.629008
145 Round 3: 0.627072
144 Round 4: 0.603105
144 Round 5: 0.622301
145 Round 6: 0.642196
144 Round 7: 0.622409
144 Round 8: 0.611189
144 Round 9: 0.626234
145 Round 10: 0.604696
144 Warmup Round: 0.827590
144 Round 1: 0.811636
144 Round 2: 0.845757
145 Round 3: 0.839252
145 Round 4: 0.837187
144 Round 5: 0.828440
144 Round 6: 0.830432
144 Round 7: 0.807726
144 Round 8: 0.860381
145 Round 9: 0.852420
144 Round 10: 0.821894
Average time: 0.621034	0.833512

source 20: 63894535  
145 Warmup Round: 0.598743
145 Round 1: 0.637641
145 Round 2: 0.622465
145 Round 3: 0.606104
145 Round 4: 0.618223
144 Round 5: 0.626789
145 Round 6: 0.618358
145 Round 7: 0.581841
145 Round 8: 0.613485
145 Round 9: 0.597945
145 Round 10: 0.605139
144 Warmup Round: 0.866013
144 Round 1: 0.846003
144 Round 2: 0.835904
144 Round 3: 0.807137
145 Round 4: 0.861076
145 Round 5: 0.855971
144 Round 6: 0.821010
145 Round 7: 0.847524
144 Round 8: 0.848908
145 Round 9: 0.857912
144 Round 10: 0.812910
Average time: 0.612799	0.839435

source 21: 2402842   
145 Warmup Round: 0.618426
145 Round 1: 0.623023
145 Round 2: 0.618422
145 Round 3: 0.633395
145 Round 4: 0.605986
145 Round 5: 0.595942
145 Round 6: 0.638981
145 Round 7: 0.644808
145 Round 8: 0.664872
145 Round 9: 0.616739
145 Round 10: 0.632406
145 Warmup Round: 0.860350
145 Round 1: 0.857505
145 Round 2: 0.848644
145 Round 3: 0.832575
145 Round 4: 0.847219
145 Round 5: 0.834810
145 Round 6: 0.852260
145 Round 7: 0.838798
145 Round 8: 0.832220
145 Round 9: 0.822583
145 Round 10: 0.830874
Average time: 0.627457	0.839749

source 22: 96423163  
145 Warmup Round: 0.638112
145 Round 1: 0.601243
145 Round 2: 0.674659
145 Round 3: 0.603490
145 Round 4: 0.619609
145 Round 5: 0.601646
145 Round 6: 0.601952
145 Round 7: 0.614503
144 Round 8: 0.611619
145 Round 9: 0.621905
145 Round 10: 0.625403
144 Warmup Round: 0.822487
144 Round 1: 0.845115
145 Round 2: 0.818181
145 Round 3: 0.831395
145 Round 4: 0.832232
144 Round 5: 0.826536
145 Round 6: 0.855728
145 Round 7: 0.852120
144 Round 8: 0.837633
145 Round 9: 0.840598
145 Round 10: 0.838711
Average time: 0.617603	0.837825

source 23: 88052763  
145 Warmup Round: 0.636195
145 Round 1: 0.630092
145 Round 2: 0.648122
144 Round 3: 0.621179
144 Round 4: 0.647830
145 Round 5: 0.613542
144 Round 6: 0.646561
144 Round 7: 0.655035
144 Round 8: 0.634486
145 Round 9: 0.606125
145 Round 10: 0.594500
144 Warmup Round: 0.845754
145 Round 1: 0.829039
144 Round 2: 0.855346
144 Round 3: 0.846208
144 Round 4: 0.864380
144 Round 5: 0.834222
144 Round 6: 0.821364
144 Round 7: 0.828858
144 Round 8: 0.856167
144 Round 9: 0.840080
144 Round 10: 0.857630
Average time: 0.629747	0.843329

source 24: 46177376  
145 Warmup Round: 0.675194
145 Round 1: 0.655878
145 Round 2: 0.613534
145 Round 3: 0.634200
145 Round 4: 0.620481
145 Round 5: 0.629885
145 Round 6: 0.641426
145 Round 7: 0.624214
145 Round 8: 0.647727
145 Round 9: 0.621506
145 Round 10: 0.607892
145 Warmup Round: 0.827614
145 Round 1: 0.834445
145 Round 2: 0.833775
145 Round 3: 0.832882
145 Round 4: 0.810957
145 Round 5: 0.827996
145 Round 6: 0.837529
145 Round 7: 0.836983
145 Round 8: 0.840464
145 Round 9: 0.834188
145 Round 10: 0.839832
Average time: 0.629674	0.832905

