Reading graph...
Reading contracted graph...
2297 Round 6: 0.916221
2297 Round 7: 0.988058
2297 Round 8: 0.935866
2297 Round 9: 0.909517
2297 Round 10: 0.920344
2297 Warmup Round: 0.969549
2297 Round 1: 1.011946
2297 Round 2: 0.914877
2297 Round 3: 0.981053
2297 Round 4: 1.044180
2297 Round 5: 0.958936
2297 Round 6: 1.019591
2297 Round 7: 0.966015
2297 Round 8: 0.996985
2297 Round 9: 0.923871
2297 Round 10: 0.983756
Average time: 0.944018	0.980121

source 8: 31203572  
2302 Warmup Round: 1.033501
2302 Round 1: 0.987792
2302 Round 2: 0.971739
2302 Round 3: 1.009933
2302 Round 4: 0.909883
2302 Round 5: 0.920421
2302 Round 6: 0.923056
2302 Round 7: 0.957044
2302 Round 8: 0.893880
2302 Round 9: 0.860569
2302 Round 10: 0.909472
2302 Warmup Round: 0.944551
2302 Round 1: 1.013988
2302 Round 2: 0.990039
2302 Round 3: 1.097738
2302 Round 4: 0.959573
2302 Round 5: 0.965762
2302 Round 6: 0.920906
2302 Round 7: 0.942813
2302 Round 8: 0.924504
2302 Round 9: 0.921421
2302 Round 10: 0.956521
Average time: 0.934379	0.969326

source 9: 48861505  
2298 Warmup Round: 0.943189
2298 Round 1: 0.905545
2298 Round 2: 1.028592
2298 Round 3: 0.898997
2298 Round 4: 0.856759
2298 Round 5: 0.983927
2298 Round 6: 0.999942
2298 Round 7: 0.925641
2298 Round 8: 0.908128
2298 Round 9: 0.930695
2298 Round 10: 0.888977
2298 Warmup Round: 1.062741
2298 Round 1: 1.027861
2298 Round 2: 0.905788
2298 Round 3: 0.902710
2298 Round 4: 1.016524
2298 Round 5: 0.967228
2298 Round 6: 0.949819
2298 Round 7: 0.942933
2298 Round 8: 0.949861
2298 Round 9: 0.892027
2298 Round 10: 1.086267
Average time: 0.932720	0.964102

source 10: 12784324  
2300 Warmup Round: 0.947789
2300 Round 1: 0.943075
2300 Round 2: 0.940373
2300 Round 3: 0.931612
2300 Round 4: 1.034890
2300 Round 5: 0.964019
2300 Round 6: 0.917140
2300 Round 7: 0.952360
2300 Round 8: 0.884232
2300 Round 9: 0.896534
2300 Round 10: 0.911513
2300 Warmup Round: 0.961083
2300 Round 1: 0.941104
2300 Round 2: 0.953802
2300 Round 3: 0.951635
2300 Round 4: 0.960065
2300 Round 5: 0.978986
2300 Round 6: 0.950721
2300 Round 7: 0.936500
2300 Round 8: 0.955191
2300 Round 9: 0.956447
2300 Round 10: 0.978616
Average time: 0.937575	0.956307

source 11: 33732939  
2298 Warmup Round: 1.009013
2298 Round 1: 0.982754
2298 Round 2: 0.896231
2298 Round 3: 0.924102
2298 Round 4: 0.889747
2298 Round 5: 0.894854
2298 Round 6: 0.972378
2298 Round 7: 0.987413
2298 Round 8: 0.895417
2298 Round 9: 1.017381
2298 Round 10: 1.057860
2298 Warmup Round: 1.024377
2298 Round 1: 0.968206
2298 Round 2: 0.942935
2298 Round 3: 0.989211
2298 Round 4: 0.945322
2298 Round 5: 0.957116
2298 Round 6: 0.971460
2298 Round 7: 0.975717
2298 Round 8: 0.906679
2298 Round 9: 0.930226
2298 Round 10: 0.907865
Average time: 0.951814	0.949474

source 12: 27148017  
2305 Warmup Round: 0.896287
2305 Round 1: 0.925211
2305 Round 2: 0.970918
2305 Round 3: 0.956799
2305 Round 4: 0.892510
2305 Round 5: 0.921526
2305 Round 6: 0.878157
2305 Round 7: 0.955138
2305 Round 8: 0.912142
2305 Round 9: 0.941752
2305 Round 10: 0.976273
2305 Warmup Round: 0.915769
2305 Round 1: 0.969319
2305 Round 2: 0.979039
2305 Round 3: 0.984223
2305 Round 4: 0.951549
2305 Round 5: 0.960705
2305 Round 6: 0.912324
2305 Round 7: 0.992619
2305 Round 8: 1.035660
2305 Round 9: 0.972072
2305 Round 10: 0.929251
Average time: 0.933043	0.968676

source 13: 16045320  
2302 Warmup Round: 0.856435
2302 Round 1: 0.976941
2302 Round 2: 0.935420
2302 Round 3: 0.911380
2302 Round 4: 0.899528
2302 Round 5: 0.871644
2302 Round 6: 0.937122
2302 Round 7: 0.889985
2302 Round 8: 0.910845
2302 Round 9: 0.872004
2302 Round 10: 0.904170
2302 Warmup Round: 0.915907
2302 Round 1: 1.000964
2302 Round 2: 0.976168
2302 Round 3: 0.956914
2302 Round 4: 1.021324
2302 Round 5: 1.008684
2302 Round 6: 0.979197
2302 Round 7: 1.020334
2302 Round 8: 1.019153
2302 Round 9: 0.931053
2302 Round 10: 0.986941
Average time: 0.910904	0.990073

source 14: 34807528  
2298 Warmup Round: 0.949072
2298 Round 1: 0.882441
2298 Round 2: 1.031333
2298 Round 3: 0.930018
2298 Round 4: 0.925709
2298 Round 5: 0.893270
2298 Round 6: 0.868966
2298 Round 7: 0.900131
2298 Round 8: 0.877541
2298 Round 9: 0.957163
2298 Round 10: 0.865154
2298 Warmup Round: 1.038444
2298 Round 1: 0.949935
2298 Round 2: 0.900194
2298 Round 3: 1.071095
2298 Round 4: 0.998489
2298 Round 5: 0.947792
2298 Round 6: 0.980311
2298 Round 7: 0.885879
2298 Round 8: 0.944678
2298 Round 9: 0.924979
2298 Round 10: 0.981197
Average time: 0.913173	0.958455

source 15: 67445036  
2303 Warmup Round: 0.987238
2303 Round 1: 0.898586
2303 Round 2: 0.895226
2303 Round 3: 0.896060
2303 Round 4: 0.890756
2303 Round 5: 0.865054
2303 Round 6: 0.866467
2303 Round 7: 0.956039
2303 Round 8: 0.844426
2303 Round 9: 0.990615
2303 Round 10: 0.962717
2303 Warmup Round: 0.995685
2303 Round 1: 0.977340
2303 Round 2: 0.893684
2303 Round 3: 0.962285
2303 Round 4: 0.869907
2303 Round 5: 0.978078
2303 Round 6: 0.965687
2303 Round 7: 0.881940
2303 Round 8: 0.987072
2303 Round 9: 1.003502
2303 Round 10: 0.958521
Average time: 0.906595	0.947802

source 16: 25555844  
2297 Warmup Round: 0.935937
2297 Round 1: 0.889069
2297 Round 2: 0.912631
2297 Round 3: 0.895811
2297 Round 4: 0.977913
2297 Round 5: 1.011923
2297 Round 6: 0.965300
2297 Round 7: 0.997371
2297 Round 8: 0.988227
2297 Round 9: 0.951342
2297 Round 10: 1.025288
2297 Warmup Round: 1.003666
2297 Round 1: 1.000156
2297 Round 2: 1.006608
2297 Round 3: 1.007314
2297 Round 4: 0.942629
2297 Round 5: 0.945566
2297 Round 6: 0.957523
2297 Round 7: 1.038873
2297 Round 8: 0.958486
2297 Round 9: 0.957078
2297 Round 10: 0.947301
Average time: 0.961487	0.976153

source 17: 25461304  
2298 Warmup Round: 0.915553
2298 Round 1: 1.016085
2298 Round 2: 0.909190
2298 Round 3: 0.885922
2298 Round 4: 0.996756
2298 Round 5: 0.830321
2298 Round 6: 0.919725
2298 Round 7: 0.830200
2298 Round 8: 1.056449
2298 Round 9: 0.998298
2298 Round 10: 0.931686
2298 Warmup Round: 1.053040
2298 Round 1: 0.990488
2298 Round 2: 1.007043
2298 Round 3: 1.105723
2298 Round 4: 0.929367
2298 Round 5: 0.897803
2298 Round 6: 0.999187
2298 Round 7: 0.876936
2298 Round 8: 0.966307
2298 Round 9: 0.964346
2298 Round 10: 0.984039
Average time: 0.937463	0.972124

source 18: 41065099  
2303 Warmup Round: 0.965271
2303 Round 1: 0.894669
2303 Round 2: 0.879711
2303 Round 3: 0.834266
2303 Round 4: 0.949235
2303 Round 5: 0.990072
2303 Round 6: 0.837311
2303 Round 7: 0.963054
2303 Round 8: 0.855118
2303 Round 9: 0.873751
2303 Round 10: 0.944885
2303 Warmup Round: 0.896350
2303 Round 1: 1.050974
2303 Round 2: 0.902386
2303 Round 3: 1.040297
2303 Round 4: 1.000029
2303 Round 5: 0.999105
2303 Round 6: 1.020137
2303 Round 7: 1.004436
2303 Round 8: 0.979989
2303 Round 9: 1.020820
2303 Round 10: 1.055370
Average time: 0.902207	1.007354

source 19: 36608908  
2300 Warmup Round: 0.903770
2300 Round 1: 0.910353
2300 Round 2: 0.958516
2300 Round 3: 1.009411
2300 Round 4: 0.837053
2300 Round 5: 0.969677
2300 Round 6: 0.866335
2300 Round 7: 0.974506
2300 Round 8: 0.958260
2300 Round 9: 0.880060
2300 Round 10: 0.906689
2300 Warmup Round: 0.913896
2300 Round 1: 0.988080
2300 Round 2: 1.016264
2300 Round 3: 1.025528
2300 Round 4: 1.033612
2300 Round 5: 1.028170
2300 Round 6: 0.878175
2300 Round 7: 0.953703
2300 Round 8: 0.954862
2300 Round 9: 0.916502
2300 Round 10: 0.977336
Average time: 0.927086	0.977223

source 20: 63894535  
2300 Warmup Round: 0.837523
2300 Round 1: 0.935918
2300 Round 2: 0.922594
2300 Round 3: 0.908613
2300 Round 4: 0.898601
2300 Round 5: 0.850214
2300 Round 6: 0.904928
2300 Round 7: 0.843605
2300 Round 8: 0.971124
2300 Round 9: 0.977094
2300 Round 10: 0.972956
2300 Warmup Round: 1.010910
2300 Round 1: 0.929295
2300 Round 2: 0.992385
2300 Round 3: 0.877532
2300 Round 4: 0.893212
2300 Round 5: 1.003717
2300 Round 6: 0.870031
2300 Round 7: 0.908299
2300 Round 8: 0.890939
2300 Round 9: 0.939192
2300 Round 10: 0.941686
Average time: 0.918565	0.924629

source 21: 2402842   
2303 Warmup Round: 0.944792
2303 Round 1: 1.034765
2303 Round 2: 0.923522
2303 Round 3: 0.922523
2303 Round 4: 0.963747
2303 Round 5: 0.917596
2303 Round 6: 0.978078
2303 Round 7: 0.976064
2303 Round 8: 0.952314
2303 Round 9: 0.924111
2303 Round 10: 0.847691
2303 Warmup Round: 0.999139
2303 Round 1: 1.084597
2303 Round 2: 0.863954
2303 Round 3: 1.005273
2303 Round 4: 1.016597
2303 Round 5: 0.970392
2303 Round 6: 0.994145
2303 Round 7: 0.996337
2303 Round 8: 0.982086
2303 Round 9: 0.940869
2303 Round 10: 0.889679
Average time: 0.944041	0.974393

source 22: 96423163  
2300 Warmup Round: 0.921364
2300 Round 1: 0.911551
2300 Round 2: 1.006327
2300 Round 3: 0.997326
2300 Round 4: 0.982066
2300 Round 5: 1.037673
2300 Round 6: 0.835098
2300 Round 7: 0.930815
2300 Round 8: 0.947417
2300 Round 9: 0.842106
2300 Round 10: 0.904455
2300 Warmup Round: 1.033957
2300 Round 1: 1.001168
2300 Round 2: 0.879770
2300 Round 3: 0.972827
2300 Round 4: 0.970731
2300 Round 5: 0.934430
2300 Round 6: 1.025746
2300 Round 7: 0.995235
2300 Round 8: 1.002734
2300 Round 9: 0.931139
2300 Round 10: 0.908800
Average time: 0.939483	0.962258

source 23: 88052763  
2299 Warmup Round: 0.957985
2299 Round 1: 1.024514
2299 Round 2: 0.859154
2299 Round 3: 0.912957
2299 Round 4: 0.832378
2299 Round 5: 0.946732
2299 Round 6: 0.901438
2299 Round 7: 0.922374
2299 Round 8: 0.898616
2299 Round 9: 0.871506
2299 Round 10: 0.914652
2299 Warmup Round: 1.016698
2299 Round 1: 0.954891
2299 Round 2: 1.013912
2299 Round 3: 0.899132
2299 Round 4: 1.047860
2299 Round 5: 1.003563
2299 Round 6: 0.867863
2299 Round 7: 0.918229
2299 Round 8: 0.869100
2299 Round 9: 1.030066
2299 Round 10: 1.060041
Average time: 0.908432	0.966466

source 24: 46177376  
2305 Warmup Round: 0.877512
2305 Round 1: 0.978684
2305 Round 2: 0.831460
2305 Round 3: 1.004017
2305 Round 4: 1.002801
2305 Round 5: 0.823753
2305 Round 6: 0.907496
2305 Round 7: 0.955921
2305 Round 8: 0.888234
2305 Round 9: 0.862526
2305 Round 10: 0.984363
2305 Warmup Round: 0.960532
2305 Round 1: 0.886782
2305 Round 2: 1.015334
2305 Round 3: 0.900460
2305 Round 4: 0.974759
2305 Round 5: 0.992618
2305 Round 6: 0.994695
2305 Round 7: 0.971931
2305 Round 8: 0.956323
2305 Round 9: 1.027854
2305 Round 10: 1.074003
Average time: 0.923925	0.979476

