Reading graph...
Reading contracted graph...
2318 Round 6: 1.039987
2318 Round 7: 1.055324
2318 Round 8: 1.114598
2318 Round 9: 1.111937
2318 Round 10: 1.111712
1157 Warmup Round: 0.766729
1157 Round 1: 0.800389
1157 Round 2: 0.801002
1157 Round 3: 0.769158
1157 Round 4: 0.781417
1157 Round 5: 0.716250
1157 Round 6: 0.716355
1157 Round 7: 0.713966
1157 Round 8: 0.743222
1157 Round 9: 0.725541
1157 Round 10: 0.699028
Average time: 1.088636	0.746633

source 8: 31203572  
2324 Warmup Round: 1.011746
2324 Round 1: 1.099010
2324 Round 2: 0.992629
2324 Round 3: 1.082958
2324 Round 4: 1.072554
2324 Round 5: 1.168755
2324 Round 6: 1.162835
2324 Round 7: 1.123194
2324 Round 8: 1.178953
2324 Round 9: 1.071342
2324 Round 10: 1.146344
1161 Warmup Round: 0.737206
1161 Round 1: 0.731317
1161 Round 2: 0.746760
1161 Round 3: 0.693564
1161 Round 4: 0.758317
1161 Round 5: 0.760166
1161 Round 6: 0.722014
1161 Round 7: 0.753365
1161 Round 8: 0.723364
1161 Round 9: 0.831982
1161 Round 10: 0.762787
Average time: 1.109857	0.748364

source 9: 48861505  
2319 Warmup Round: 1.096940
2319 Round 1: 1.049337
2319 Round 2: 1.013974
2319 Round 3: 1.065948
2319 Round 4: 1.168752
2319 Round 5: 1.052965
2319 Round 6: 1.064431
2319 Round 7: 1.119464
2319 Round 8: 1.028170
2319 Round 9: 1.048695
2319 Round 10: 1.035916
1156 Warmup Round: 0.750568
1156 Round 1: 0.729806
1156 Round 2: 0.775102
1156 Round 3: 0.732757
1156 Round 4: 0.700588
1156 Round 5: 0.817168
1156 Round 6: 0.785167
1156 Round 7: 0.740843
1156 Round 8: 0.708065
1156 Round 9: 0.720133
1156 Round 10: 0.691890
Average time: 1.064765	0.740152

source 10: 12784324  
2322 Warmup Round: 1.108999
2322 Round 1: 1.032171
2322 Round 2: 1.104046
2322 Round 3: 1.180595
2322 Round 4: 1.020418
2322 Round 5: 1.114936
2322 Round 6: 1.115273
2322 Round 7: 1.059622
2322 Round 8: 1.094262
2322 Round 9: 1.030883
2322 Round 10: 1.018162
1157 Warmup Round: 0.759519
1157 Round 1: 0.769886
1157 Round 2: 0.741643
1157 Round 3: 0.717698
1157 Round 4: 0.793686
1157 Round 5: 0.727908
1157 Round 6: 0.750228
1157 Round 7: 0.704391
1157 Round 8: 0.763445
1157 Round 9: 0.753103
1157 Round 10: 0.751481
Average time: 1.077037	0.747347

source 11: 33732939  
2320 Warmup Round: 1.025227
2320 Round 1: 1.145741
2320 Round 2: 1.088761
2320 Round 3: 1.158322
2320 Round 4: 1.120320
2320 Round 5: 1.169589
2320 Round 6: 1.079458
2320 Round 7: 1.072455
2320 Round 8: 1.093751
2320 Round 9: 1.093597
2320 Round 10: 1.073976
1155 Warmup Round: 0.739398
1155 Round 1: 0.712349
1155 Round 2: 0.765586
1155 Round 3: 0.734185
1155 Round 4: 0.750922
1155 Round 5: 0.756961
1155 Round 6: 0.752960
1155 Round 7: 0.689392
1155 Round 8: 0.761178
1155 Round 9: 0.714835
1155 Round 10: 0.759184
Average time: 1.109597	0.739755

source 12: 27148017  
2328 Warmup Round: 1.031666
2328 Round 1: 1.187679
2328 Round 2: 1.083002
2328 Round 3: 1.078479
2328 Round 4: 1.125844
2328 Round 5: 1.042783
2328 Round 6: 1.108083
2328 Round 7: 1.205653
2328 Round 8: 1.117156
2328 Round 9: 1.150322
2328 Round 10: 1.056227
1158 Warmup Round: 0.751959
1158 Round 1: 0.754371
1158 Round 2: 0.764462
1158 Round 3: 0.745520
1158 Round 4: 0.755613
1158 Round 5: 0.729577
1158 Round 6: 0.763908
1158 Round 7: 0.789761
1158 Round 8: 0.789660
1158 Round 9: 0.714234
1158 Round 10: 0.791087
Average time: 1.115523	0.759819

source 13: 16045320  
2323 Warmup Round: 1.121754
2323 Round 1: 1.109514
2323 Round 2: 1.115869
2323 Round 3: 1.119504
2323 Round 4: 1.192504
2323 Round 5: 1.096143
2323 Round 6: 1.123152
2323 Round 7: 1.125875
2323 Round 8: 1.169777
2323 Round 9: 1.063099
2323 Round 10: 1.005836
1155 Warmup Round: 0.777663
1155 Round 1: 0.716143
1155 Round 2: 0.712199
1155 Round 3: 0.722350
1155 Round 4: 0.724552
1155 Round 5: 0.699005
1155 Round 6: 0.780875
1155 Round 7: 0.802367
1155 Round 8: 0.700591
1155 Round 9: 0.683336
1155 Round 10: 0.767150
Average time: 1.112127	0.730857

source 14: 34807528  
2320 Warmup Round: 1.113502
2320 Round 1: 1.192369
2320 Round 2: 1.134497
2320 Round 3: 1.100266
2320 Round 4: 1.142528
2320 Round 5: 1.009750
2320 Round 6: 1.017486
2320 Round 7: 1.176111
2320 Round 8: 1.131551
2320 Round 9: 1.025437
2320 Round 10: 0.994695
1157 Warmup Round: 0.827416
1157 Round 1: 0.766820
1157 Round 2: 0.773953
1157 Round 3: 0.746330
1157 Round 4: 0.795990
1157 Round 5: 0.781648
1157 Round 6: 0.805389
1157 Round 7: 0.772176
1157 Round 8: 0.762903
1157 Round 9: 0.689466
1157 Round 10: 0.706938
Average time: 1.092469	0.760161

source 15: 67445036  
2324 Warmup Round: 1.086446
2324 Round 1: 1.144494
2324 Round 2: 1.117987
2324 Round 3: 1.058919
2324 Round 4: 1.104511
2324 Round 5: 1.107559
2324 Round 6: 1.112843
2324 Round 7: 0.973340
2324 Round 8: 1.062284
2324 Round 9: 1.022838
2324 Round 10: 1.010847
1156 Warmup Round: 0.808725
1156 Round 1: 0.746073
1156 Round 2: 0.771913
1156 Round 3: 0.742266
1156 Round 4: 0.692779
1156 Round 5: 0.775672
1156 Round 6: 0.752504
1156 Round 7: 0.812262
1156 Round 8: 0.797622
1156 Round 9: 0.822989
1156 Round 10: 0.812069
Average time: 1.071562	0.772615

source 16: 25555844  
2319 Warmup Round: 1.086322
2319 Round 1: 1.101591
2319 Round 2: 1.136840
2319 Round 3: 0.984410
2319 Round 4: 1.066063
2319 Round 5: 1.046373
2319 Round 6: 1.098413
2319 Round 7: 1.016811
2319 Round 8: 1.074518
2319 Round 9: 1.011465
2319 Round 10: 1.138827
1152 Warmup Round: 0.754155
1152 Round 1: 0.775623
1152 Round 2: 0.716337
1152 Round 3: 0.747328
1152 Round 4: 0.713123
1152 Round 5: 0.758468
1152 Round 6: 0.724997
1152 Round 7: 0.764994
1152 Round 8: 0.730022
1152 Round 9: 0.754063
1152 Round 10: 0.778680
Average time: 1.067531	0.746363

source 17: 25461304  
2319 Warmup Round: 1.168302
2319 Round 1: 1.180416
2319 Round 2: 1.051196
2319 Round 3: 1.001676
2319 Round 4: 1.098221
2319 Round 5: 1.121289
2319 Round 6: 1.058093
2319 Round 7: 1.113656
2319 Round 8: 1.042595
2319 Round 9: 1.124012
2319 Round 10: 1.186408
1155 Warmup Round: 0.726411
1155 Round 1: 0.764960
1155 Round 2: 0.797079
1155 Round 3: 0.778918
1155 Round 4: 0.774981
1155 Round 5: 0.791086
1155 Round 6: 0.697962
1155 Round 7: 0.755558
1155 Round 8: 0.727557
1155 Round 9: 0.795635
1155 Round 10: 0.788130
Average time: 1.097756	0.767187

source 18: 41065099  
2324 Warmup Round: 1.158425
2324 Round 1: 1.156268
2324 Round 2: 1.031201
2324 Round 3: 1.060678
2324 Round 4: 1.108829
2324 Round 5: 0.995484
2324 Round 6: 1.095960
2324 Round 7: 1.136797
2324 Round 8: 1.116260
2324 Round 9: 1.135408
2324 Round 10: 1.122945
1161 Warmup Round: 0.723275
1161 Round 1: 0.819534
1161 Round 2: 0.751459
1161 Round 3: 0.771285
1161 Round 4: 0.768942
1161 Round 5: 0.804847
1161 Round 6: 0.757048
1161 Round 7: 0.758698
1161 Round 8: 0.774360
1161 Round 9: 0.785284
1161 Round 10: 0.813644
Average time: 1.095983	0.780510

source 19: 36608908  
2322 Warmup Round: 1.094647
2322 Round 1: 1.064887
2322 Round 2: 1.006262
2322 Round 3: 1.012467
2322 Round 4: 0.987833
2322 Round 5: 1.029244
2322 Round 6: 1.098516
2322 Round 7: 1.065172
2322 Round 8: 0.982453
2322 Round 9: 1.074541
2322 Round 10: 1.053260
1158 Warmup Round: 0.796086
1158 Round 1: 0.784721
1158 Round 2: 0.775969
1158 Round 3: 0.742718
1158 Round 4: 0.761869
1158 Round 5: 0.762208
1158 Round 6: 0.685555
1158 Round 7: 0.737531
1158 Round 8: 0.736872
1158 Round 9: 0.706416
1158 Round 10: 0.812336
Average time: 1.037463	0.750619

source 20: 63894535  
2322 Warmup Round: 1.026097
2322 Round 1: 1.040927
2322 Round 2: 0.984670
2322 Round 3: 0.984501
2322 Round 4: 1.086962
2322 Round 5: 1.062753
2322 Round 6: 1.016066
2322 Round 7: 1.115376
2322 Round 8: 1.023860
2322 Round 9: 1.041366
2322 Round 10: 1.069332
1160 Warmup Round: 0.752124
1160 Round 1: 0.739817
1160 Round 2: 0.767765
1160 Round 3: 0.761387
1160 Round 4: 0.747197
1160 Round 5: 0.770755
1160 Round 6: 0.769719
1160 Round 7: 0.767801
1160 Round 8: 0.778722
1160 Round 9: 0.743547
1160 Round 10: 0.731005
Average time: 1.042581	0.757771

source 21: 2402842   
2324 Warmup Round: 1.109240
2324 Round 1: 1.095401
2324 Round 2: 1.003832
2324 Round 3: 1.026964
2324 Round 4: 0.982681
2324 Round 5: 1.086953
2324 Round 6: 1.042671
2324 Round 7: 1.050495
2324 Round 8: 1.037219
2324 Round 9: 0.997840
2324 Round 10: 0.975734
1159 Warmup Round: 0.698061
1159 Round 1: 0.782630
1159 Round 2: 0.762149
1159 Round 3: 0.764464
1159 Round 4: 0.775598
1159 Round 5: 0.782777
1159 Round 6: 0.715570
1159 Round 7: 0.731545
1159 Round 8: 0.751647
1159 Round 9: 0.731180
1159 Round 10: 0.749659
Average time: 1.029979	0.754722

source 22: 96423163  
2321 Warmup Round: 1.092507
2321 Round 1: 1.014463
2321 Round 2: 1.096430
2321 Round 3: 0.981938
2321 Round 4: 1.076503
2321 Round 5: 1.101911
2321 Round 6: 1.108050
2321 Round 7: 0.958045
2321 Round 8: 1.040682
2321 Round 9: 1.004524
2321 Round 10: 1.055129
1160 Warmup Round: 0.769769
1160 Round 1: 0.740188
1160 Round 2: 0.836348
1160 Round 3: 0.785297
1160 Round 4: 0.785822
1160 Round 5: 0.742970
1160 Round 6: 0.809786
1160 Round 7: 0.800358
1160 Round 8: 0.849778
1160 Round 9: 0.786942
1160 Round 10: 0.822568
Average time: 1.043768	0.796006

source 23: 88052763  
2320 Warmup Round: 1.067623
2320 Round 1: 1.063854
2320 Round 2: 1.094922
2320 Round 3: 1.077277
2320 Round 4: 0.971958
2320 Round 5: 1.031675
2320 Round 6: 1.022615
2320 Round 7: 1.040115
2320 Round 8: 1.009370
2320 Round 9: 1.008048
2320 Round 10: 1.090420
1156 Warmup Round: 0.792881
1156 Round 1: 0.800615
1156 Round 2: 0.802817
1156 Round 3: 0.753928
1156 Round 4: 0.728769
1156 Round 5: 0.747695
1156 Round 6: 0.772069
1156 Round 7: 0.712544
1156 Round 8: 0.800331
1156 Round 9: 0.791393
1156 Round 10: 0.688901
Average time: 1.041025	0.759906

source 24: 46177376  
2327 Warmup Round: 1.110518
2327 Round 1: 1.154809
2327 Round 2: 0.941826
2327 Round 3: 1.021998
2327 Round 4: 1.008303
2327 Round 5: 1.103743
2327 Round 6: 1.062651
2327 Round 7: 1.087342
2327 Round 8: 1.017997
2327 Round 9: 1.131898
2327 Round 10: 1.166747
1162 Warmup Round: 0.781436
1162 Round 1: 0.801382
1162 Round 2: 0.769737
1162 Round 3: 0.799031
1162 Round 4: 0.748165
1162 Round 5: 0.781191
1162 Round 6: 0.788395
1162 Round 7: 0.744831
1162 Round 8: 0.707484
1162 Round 9: 0.762545
1162 Round 10: 0.733245
Average time: 1.069731	0.763601

