Reading graph...
Reading contracted graph...
9206 Round 2: 2.796987
9206 Round 3: 2.679599
9206 Round 4: 2.535322
9206 Round 5: 2.768323
9206 Round 6: 2.556115
9206 Round 7: 2.642352
9206 Round 8: 2.652750
9206 Round 9: 2.689957
9206 Round 10: 2.659664
9206 Warmup Round: 2.575849
9206 Round 1: 2.676416
9206 Round 2: 2.596438
9206 Round 3: 2.650313
9206 Round 4: 2.566483
9206 Round 5: 2.546981
9206 Round 6: 2.735336
9206 Round 7: 2.514133
9206 Round 8: 2.633875
9206 Round 9: 2.516668
9206 Round 10: 2.610769
Average time: 2.664124	2.604741

source 14: 34807528  
9188 Warmup Round: 2.707856
9188 Round 1: 2.680802
9188 Round 2: 2.585181
9188 Round 3: 2.795766
9188 Round 4: 2.617066
9188 Round 5: 2.682679
9188 Round 6: 2.704888
9188 Round 7: 2.581143
9188 Round 8: 2.538845
9188 Round 9: 2.628918
9188 Round 10: 2.567117
9188 Warmup Round: 2.546486
9188 Round 1: 2.664025
9188 Round 2: 2.558763
9188 Round 3: 2.681413
9188 Round 4: 2.571914
9188 Round 5: 2.492914
9188 Round 6: 2.523498
9188 Round 7: 2.650608
9188 Round 8: 2.673059
9188 Round 9: 2.735280
9188 Round 10: 2.679832
Average time: 2.638240	2.623131

source 15: 67445036  
9208 Warmup Round: 2.737200
9208 Round 1: 2.693432
9208 Round 2: 2.801270
9208 Round 3: 2.688820
9208 Round 4: 2.551253
9208 Round 5: 2.594880
9208 Round 6: 2.718541
9208 Round 7: 2.669843
9208 Round 8: 2.702638
9208 Round 9: 2.546196
9208 Round 10: 2.555958
9208 Warmup Round: 2.559375
9208 Round 1: 2.649519
9208 Round 2: 2.543773
9208 Round 3: 2.675288
9208 Round 4: 2.709716
9208 Round 5: 2.671806
9208 Round 6: 2.570887
9208 Round 7: 2.685310
9208 Round 8: 2.627817
9208 Round 9: 2.584949
9208 Round 10: 2.696640
Average time: 2.652283	2.641570

source 16: 25555844  
9185 Warmup Round: 2.504419
9185 Round 1: 2.517969
9185 Round 2: 2.641552
9185 Round 3: 2.583885
9185 Round 4: 2.767264
9185 Round 5: 2.791502
9185 Round 6: 2.748267
9185 Round 7: 2.698530
9185 Round 8: 2.714206
9185 Round 9: 2.677340
9185 Round 10: 2.785015
9185 Warmup Round: 2.558340
9185 Round 1: 2.713450
9185 Round 2: 2.553313
9185 Round 3: 2.720069
9185 Round 4: 2.760350
9185 Round 5: 2.664099
9185 Round 6: 2.697932
9185 Round 7: 2.784473
9185 Round 8: 2.607167
9185 Round 9: 2.612581
9185 Round 10: 2.614503
Average time: 2.692553	2.672794

source 17: 25461304  
9189 Warmup Round: 2.550233
9189 Round 1: 2.574441
9189 Round 2: 2.547480
9189 Round 3: 2.690826
9189 Round 4: 2.707263
9189 Round 5: 2.478587
9189 Round 6: 2.736403
9189 Round 7: 2.472542
9189 Round 8: 2.630372
9189 Round 9: 2.748366
9189 Round 10: 2.684974
9189 Warmup Round: 2.839139
9189 Round 1: 2.745112
9189 Round 2: 2.638995
9189 Round 3: 2.716207
9189 Round 4: 2.719294
9189 Round 5: 2.657271
9189 Round 6: 2.679182
9189 Round 7: 2.680454
9189 Round 8: 2.644488
9189 Round 9: 2.562193
9189 Round 10: 2.731971
Average time: 2.627125	2.677517

source 18: 41065099  
9208 Warmup Round: 2.625261
9208 Round 1: 2.596070
9208 Round 2: 2.721003
9208 Round 3: 2.674365
9208 Round 4: 2.692333
9208 Round 5: 2.715327
9208 Round 6: 2.715929
9208 Round 7: 2.709016
9208 Round 8: 2.693949
9208 Round 9: 2.700415
9208 Round 10: 2.723675
9208 Warmup Round: 2.764019
9208 Round 1: 2.636267
9208 Round 2: 2.580399
9208 Round 3: 2.813265
9208 Round 4: 2.646451
9208 Round 5: 2.548676
9208 Round 6: 2.597074
9208 Round 7: 2.665228
9208 Round 8: 2.544371
9208 Round 9: 2.719022
9208 Round 10: 2.826670
Average time: 2.694208	2.657742

source 19: 36608908  
9197 Warmup Round: 2.526185
9197 Round 1: 2.769322
9197 Round 2: 2.763897
9197 Round 3: 2.733964
9197 Round 4: 2.695572
9197 Round 5: 2.728378
9197 Round 6: 2.608059
9197 Round 7: 2.741207
9197 Round 8: 2.730479
9197 Round 9: 2.667538
9197 Round 10: 2.620961
9197 Warmup Round: 2.638945
9197 Round 1: 2.598178
9197 Round 2: 2.578825
9197 Round 3: 2.740489
9197 Round 4: 2.646555
9197 Round 5: 2.643946
9197 Round 6: 2.585061
9197 Round 7: 2.593347
9197 Round 8: 2.720702
9197 Round 9: 2.669906
9197 Round 10: 2.832366
Average time: 2.705938	2.660938

source 20: 63894535  
9197 Warmup Round: 2.571436
9197 Round 1: 2.659233
9197 Round 2: 2.512964
9197 Round 3: 2.589178
9197 Round 4: 2.557849
9197 Round 5: 2.718423
9197 Round 6: 2.553741
9197 Round 7: 2.577662
9197 Round 8: 2.632479
9197 Round 9: 2.503904
9197 Round 10: 2.675645
9197 Warmup Round: 2.562402
9197 Round 1: 2.554773
9197 Round 2: 2.536691
9197 Round 3: 2.545762
9197 Round 4: 2.470959
9197 Round 5: 2.594406
9197 Round 6: 2.611138
9197 Round 7: 2.427152
9197 Round 8: 2.719922
9197 Round 9: 2.600771
9197 Round 10: 2.705823
Average time: 2.598108	2.576740

source 21: 2402842   
9207 Warmup Round: 2.734695
9207 Round 1: 2.525571
9207 Round 2: 2.623618
9207 Round 3: 2.611916
9207 Round 4: 2.472539
9207 Round 5: 2.512996
9207 Round 6: 2.699388
9207 Round 7: 2.489317
9207 Round 8: 2.579801
9207 Round 9: 2.547540
9207 Round 10: 2.579300
9207 Warmup Round: 2.526988
9207 Round 1: 2.517742
9207 Round 2: 2.532653
9207 Round 3: 2.569556
9207 Round 4: 2.498256
9207 Round 5: 2.612111
9207 Round 6: 2.518035
9207 Round 7: 2.634402
9207 Round 8: 2.558657
9207 Round 9: 2.544807
9207 Round 10: 2.571426
Average time: 2.564199	2.555764

source 22: 96423163  
9197 Warmup Round: 2.582725
9197 Round 1: 2.568500
9197 Round 2: 2.630709
9197 Round 3: 2.528100
9197 Round 4: 2.694432
9197 Round 5: 2.585841
9197 Round 6: 2.723028
9197 Round 7: 2.551154
9197 Round 8: 2.599327
9197 Round 9: 2.545171
9197 Round 10: 2.660374
9197 Warmup Round: 2.662868
9197 Round 1: 2.792533
9197 Round 2: 2.687136
9197 Round 3: 2.675164
9197 Round 4: 2.669058
9197 Round 5: 2.583909
9197 Round 6: 2.676578
9197 Round 7: 2.743599
9197 Round 8: 2.644704
9197 Round 9: 2.603797
9197 Round 10: 2.635054
Average time: 2.608664	2.671153

source 23: 88052763  
9193 Warmup Round: 2.556530
9193 Round 1: 2.747527
9193 Round 2: 2.567918
9193 Round 3: 2.599670
9193 Round 4: 2.600859
9193 Round 5: 2.578636
9193 Round 6: 2.575727
9193 Round 7: 2.650004
9193 Round 8: 2.721759
9193 Round 9: 2.618794
9193 Round 10: 2.666594
9193 Warmup Round: 2.724960
9193 Round 1: 2.672216
9193 Round 2: 2.625514
9193 Round 3: 2.679279
9193 Round 4: 2.601425
9193 Round 5: 2.722474
9193 Round 6: 2.756382
9193 Round 7: 2.676047
9193 Round 8: 2.706719
9193 Round 9: 2.749187
9193 Round 10: 2.825964
Average time: 2.632749	2.701521

source 24: 46177376  
9217 Warmup Round: 2.790703
9217 Round 1: 2.575903
9217 Round 2: 2.785040
9217 Round 3: 2.724383
9217 Round 4: 2.842981
9217 Round 5: 2.813250
9217 Round 6: 2.725082
9217 Round 7: 2.519126
9217 Round 8: 2.628232
9217 Round 9: 2.593553
9217 Round 10: 2.726054
9217 Warmup Round: 2.634937
9217 Round 1: 2.591242
9217 Round 2: 2.618580
9217 Round 3: 2.755997
9217 Round 4: 2.505179
9217 Round 5: 2.695213
9217 Round 6: 2.616141
9217 Round 7: 2.754794
9217 Round 8: 2.756894
9217 Round 9: 2.504973
9217 Round 10: 2.685029
Average time: 2.693360	2.648404

